Company,Image URL,Dominant Color,Color Class
Loewe,https://assets.vogue.com/photos/65e209c9a26af443238082d5/master/w_2560%2Cc_limit/00003-loewe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(236, 191, 205)",Light Color
Loewe,https://assets.vogue.com/photos/65e209cbc05e892ed156a8cb/master/w_2560%2Cc_limit/00004-loewe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(18, 18, 21)",Dark Color
Loewe,https://assets.vogue.com/photos/65e209ccd7ffc18389fb81d8/master/w_2560%2Cc_limit/00005-loewe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(27, 34, 72)",Dark Color
Loewe,https://assets.vogue.com/photos/65e209cce7d70ade30ab6c52/master/w_2560%2Cc_limit/00006-loewe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(16, 18, 49)",Dark Color
Loewe,https://assets.vogue.com/photos/65e209cef5d72f77e5e4618a/master/w_2560%2Cc_limit/00007-loewe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(18, 18, 13)",Dark Color
Loewe,https://assets.vogue.com/photos/65e209cf05dd96c04e46a56f/master/w_2560%2Cc_limit/00008-loewe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(120, 162, 146)",Other
Loewe,https://assets.vogue.com/photos/65e209cfe461eb34e0bf04b6/master/w_2560%2Cc_limit/00009-loewe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Loewe,https://assets.vogue.com/photos/65e1d0762fa65702730ed825/master/w_2560%2Cc_limit/Loewe%2520FW24%2520-%2520Acielle%2520-%25201.jpg,"(254, 127, 123)",Other
Loewe,https://assets.vogue.com/photos/65e1d07658df3e7c7759a050/master/w_2560%2Cc_limit/Loewe%2520FW24%2520-%2520Acielle%2520-%25202.jpg,"(246, 191, 154)",Other
Loewe,https://assets.vogue.com/photos/65e1d0762fa65702730ed824/master/w_2560%2Cc_limit/Loewe%2520FW24%2520-%2520Acielle%2520-%25203.jpg,"(247, 191, 152)",Other
Loewe,https://assets.vogue.com/photos/65e1d0783e967eec71a15d45/master/w_2560%2Cc_limit/Loewe%2520FW24%2520-%2520Acielle%2520-%25204.jpg,"(246, 191, 227)",Light Color
Loewe,https://assets.vogue.com/photos/65e1d078beb1ce7823542602/master/w_2560%2Cc_limit/Loewe%2520FW24%2520-%2520Acielle%2520-%25205.jpg,"(187, 187, 196)",Other
Loewe,https://assets.vogue.com/photos/65e1d0770150dccb5748618a/master/w_2560%2Cc_limit/Loewe%2520FW24%2520-%2520Acielle%2520-%25206.jpg,"(255, 255, 255)",Light Color
Loewe,https://assets.vogue.com/photos/65e1d079758d782a89044a41/master/w_2560%2Cc_limit/Loewe%2520FW24%2520-%2520Acielle%2520-%25207.jpg,"(1, 0, 0)",Dark Color
Loewe,https://assets.vogue.com/photos/65e1d07a39e2b33e150fed32/master/w_2560%2Cc_limit/Loewe%2520FW24%2520-%2520Acielle%2520-%25208.jpg,"(223, 191, 170)",Other
Loewe,https://assets.vogue.com/photos/65e1d07aaa9664f81b8f4f47/master/w_2560%2Cc_limit/Loewe%2520FW24%2520-%2520Acielle%2520-%25209.jpg,"(249, 191, 161)",Light Color
Loewe,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8d768f79077941c36bef4/master/w_1280%2Cc_limit/00001-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(16, 18, 19)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8d717dfdc058ef2e38339/master/w_2560%2Cc_limit/00001-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(16, 18, 15)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8d717443c0b49e4407551/master/w_2560%2Cc_limit/00002-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(28, 0, 2)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8d718c2c973b37542533a/master/w_2560%2Cc_limit/00003-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Gucci,https://assets.vogue.com/photos/65d8d71b89501684b285d960/master/w_2560%2Cc_limit/00004-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(16, 18, 25)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8d71b5b31294b8d96f839/master/w_2560%2Cc_limit/00005-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(202, 201, 211)",Light Color
Gucci,https://assets.vogue.com/photos/65d8d71b5b31294b8d96f83a/master/w_2560%2Cc_limit/00006-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Gucci,https://assets.vogue.com/photos/65d8d71e89501684b285d962/master/w_2560%2Cc_limit/00007-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(202, 201, 203)",Light Color
Gucci,https://assets.vogue.com/photos/65d8d71ea20789e63a955383/master/w_2560%2Cc_limit/00008-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(202, 201, 209)",Light Color
Gucci,https://assets.vogue.com/photos/65d8d71fdfdc058ef2e3833c/master/w_2560%2Cc_limit/00009-gucci-fall-2024-ready-to-wear-credit-gorunway.jpg,"(24, 0, 0)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8e8e0033c7e232f028c1e/master/w_2560%2Cc_limit/00001-gucci-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(18, 18, 21)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8e8e18fe1dae9e374205e/master/w_2560%2Cc_limit/00002-gucci-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(18, 18, 17)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8e8e18fe1dae9e3742060/master/w_2560%2Cc_limit/00003-gucci-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Gucci,https://assets.vogue.com/photos/65d8e8e4a1f489a7979d6717/master/w_2560%2Cc_limit/00004-gucci-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(16, 18, 21)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8e8e42d7b2c5003dada24/master/w_2560%2Cc_limit/00005-gucci-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8e8e544132a32d2b9be7b/master/w_2560%2Cc_limit/00006-gucci-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(29, 0, 4)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8e8e7e9076bd6334a280c/master/w_2560%2Cc_limit/00007-gucci-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(59, 0, 2)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8e8e879746e21af2086c5/master/w_2560%2Cc_limit/00008-gucci-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(29, 0, 2)",Dark Color
Gucci,https://assets.vogue.com/photos/65d8e8e8df283be2af552f68/master/w_2560%2Cc_limit/00009-gucci-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(10, 4, 8)",Dark Color
Gucci,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Chloe,https://assets.vogue.com/photos/65e09bb851df4fd166a33598/master/w_1280%2Cc_limit/00001-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(215, 200, 193)",Light Color
Chloe,https://assets.vogue.com/photos/65e09bc47deb0fee34cbc8b1/master/w_2560%2Cc_limit/00001-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(215, 200, 193)",Light Color
Chloe,https://assets.vogue.com/photos/65e09bc33e967eec71a15b8b/master/w_2560%2Cc_limit/00002-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(193, 161, 150)",Other
Chloe,https://assets.vogue.com/photos/65e09bc4ddb64ffc06a36de6/master/w_2560%2Cc_limit/00003-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(228, 191, 178)",Other
Chloe,https://assets.vogue.com/photos/65e09bc7aa9664f81b8f4e14/master/w_2560%2Cc_limit/00004-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(16, 18, 17)",Dark Color
Chloe,https://assets.vogue.com/photos/65e09bcae4aa4bdda52cb1dd/master/w_2560%2Cc_limit/00005-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(99, 65, 49)",Dark Color
Chloe,https://assets.vogue.com/photos/65e09bc9620ccc4af39f2a45/master/w_2560%2Cc_limit/00006-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(213, 200, 191)",Light Color
Chloe,https://assets.vogue.com/photos/65e09bca46e3e304170a70d7/master/w_2560%2Cc_limit/00007-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(16, 18, 19)",Dark Color
Chloe,https://assets.vogue.com/photos/65e09bd07deb0fee34cbc8b3/master/w_2560%2Cc_limit/00008-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(213, 200, 199)",Light Color
Chloe,https://assets.vogue.com/photos/65e09bd191acd9398022b578/master/w_2560%2Cc_limit/00009-chloe-fall-2024-ready-to-wear-credit-gorunway.JPG,"(217, 191, 178)",Other
Chloe,https://assets.vogue.com/photos/65e10ab701d03aa3fcc0d3a7/master/w_2560%2Cc_limit/00001-chloe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(16, 18, 15)",Dark Color
Chloe,https://assets.vogue.com/photos/65e10ab7aa9664f81b8f4ec8/master/w_2560%2Cc_limit/00002-chloe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(199, 161, 158)",Other
Chloe,https://assets.vogue.com/photos/65e10ab8ddb64ffc06a371ef/master/w_2560%2Cc_limit/00003-chloe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(215, 165, 134)",Other
Chloe,https://assets.vogue.com/photos/65e10abd23465ec9a298cb36/master/w_2560%2Cc_limit/00004-chloe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(225, 216, 213)",Light Color
Chloe,https://assets.vogue.com/photos/65e10abbfed1ba79f0f221d8/master/w_2560%2Cc_limit/00005-chloe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(18, 18, 19)",Dark Color
Chloe,https://assets.vogue.com/photos/65e10abd6aa095c61b4b630d/master/w_2560%2Cc_limit/00006-chloe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(192, 171, 154)",Other
Chloe,https://assets.vogue.com/photos/65e10abf01d03aa3fcc0d3a9/master/w_2560%2Cc_limit/00007-chloe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(162, 137, 128)",Other
Chloe,https://assets.vogue.com/photos/65e10ac1dccd4a6500c1f24f/master/w_2560%2Cc_limit/00008-chloe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(206, 191, 181)",Other
Chloe,https://assets.vogue.com/photos/65e10ac290b19a5a056e55ff/master/w_2560%2Cc_limit/00009-chloe-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(165, 137, 90)",Brown/Beige Color
Chloe,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Max Mara,https://assets.vogue.com/photos/6568dcb9ebdfa396dcd7f5d2/1:1/w_90%2Cc_limit/undefined,"(255, 255, 251)",Light Color
Max Mara,https://assets.vogue.com/photos/65d7339171a3cb8ba16cd832/master/w_1280%2Cc_limit/00001-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(240, 191, 167)",Other
Max Mara,https://assets.vogue.com/photos/65d7332346a1478a960da92e/master/w_2560%2Cc_limit/00001-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(241, 191, 167)",Other
Max Mara,https://assets.vogue.com/photos/65d73324c232c59b55c1e353/master/w_2560%2Cc_limit/00002-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Max Mara,https://assets.vogue.com/photos/65d73323fd3431fe19ad2c25/master/w_2560%2Cc_limit/00003-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(204, 191, 187)",Other
Max Mara,https://assets.vogue.com/photos/65d73326d6f08acc3b68f7c4/master/w_2560%2Cc_limit/00004-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(236, 191, 175)",Light Color
Max Mara,https://assets.vogue.com/photos/65d73326c232c59b55c1e355/master/w_2560%2Cc_limit/00005-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(246, 191, 164)",Light Color
Max Mara,https://assets.vogue.com/photos/65d73326a039b8e0f5efe617/master/w_2560%2Cc_limit/00006-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Max Mara,https://assets.vogue.com/photos/65d73328932e39b4f8baca4b/master/w_2560%2Cc_limit/00007-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Max Mara,https://assets.vogue.com/photos/65d73329c232c59b55c1e357/master/w_2560%2Cc_limit/00008-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(246, 191, 165)",Light Color
Max Mara,https://assets.vogue.com/photos/65d733295b301cbc1d6d8be8/master/w_2560%2Cc_limit/00009-max-mara-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Max Mara,https://assets.vogue.com/photos/65d748ff291a208c356a3ff2/master/w_2560%2Cc_limit/00001-max-mara-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(242, 191, 164)",Other
Max Mara,https://assets.vogue.com/photos/65d74900c232c59b55c1e360/master/w_2560%2Cc_limit/00002-max-mara-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(16, 18, 19)",Dark Color
Max Mara,https://assets.vogue.com/photos/65d74900479635334fae26f7/master/w_2560%2Cc_limit/00003-max-mara-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Max Mara,https://assets.vogue.com/photos/65d74902c65966e5694fd8e6/master/w_2560%2Cc_limit/00004-max-mara-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(16, 18, 13)",Dark Color
Max Mara,https://assets.vogue.com/photos/65d749034384b4d08638432e/master/w_2560%2Cc_limit/00005-max-mara-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Max Mara,https://assets.vogue.com/photos/65d74903479635334fae26f9/master/w_2560%2Cc_limit/00006-max-mara-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(238, 191, 176)",Light Color
Max Mara,https://assets.vogue.com/photos/65d74905e63b2fc0fb585ea9/master/w_2560%2Cc_limit/00007-max-mara-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(207, 191, 185)",Other
Max Mara,https://assets.vogue.com/photos/65d74907a039b8e0f5efe624/master/w_2560%2Cc_limit/00008-max-mara-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(16, 18, 19)",Dark Color
Max Mara,https://assets.vogue.com/photos/65d74907fe225dd9191631eb/master/w_2560%2Cc_limit/00009-max-mara-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(50, 58, 73)",Dark Color
Max Mara,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e73f6f309f21ccf9e74a51/master/w_1280%2Cc_limit/00001-miu-miu-fall-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Miu Miu,https://assets.vogue.com/photos/65e73fa4dd5ac6dc506af9bb/master/w_2560%2Cc_limit/00001-miu-miu-fall-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Miu Miu,https://assets.vogue.com/photos/65e73fa54884a65957bd0f44/master/w_2560%2Cc_limit/00002-miu-miu-fall-2024-ready-to-wear-credit-gorunway.JPG,"(1, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e73fa4309f21ccf9e74a54/master/w_2560%2Cc_limit/00003-miu-miu-fall-2024-ready-to-wear-credit-gorunway.jpg,"(2, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e73fa94457f4638ed1f916/master/w_2560%2Cc_limit/00004-miu-miu-fall-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Miu Miu,https://assets.vogue.com/photos/65e73fa90513f3f7e1d533a2/master/w_2560%2Cc_limit/00005-miu-miu-fall-2024-ready-to-wear-credit-gorunway.jpg,"(2, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e73faa0513f3f7e1d533a4/master/w_2560%2Cc_limit/00006-miu-miu-fall-2024-ready-to-wear-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e73faee621186063605c51/master/w_2560%2Cc_limit/00007-miu-miu-fall-2024-ready-to-wear-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e73fad3604c3b0abc7ebdf/master/w_2560%2Cc_limit/00008-miu-miu-fall-2024-ready-to-wear-credit-gorunway.jpg,"(16, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e73fafebc6a43d8357821a/master/w_2560%2Cc_limit/00009-miu-miu-fall-2024-ready-to-wear-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e7593430fcd19c6194900f/master/w_2560%2Cc_limit/00001-miu-miu-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e759364457f4638ed1f945/master/w_2560%2Cc_limit/00002-miu-miu-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e75936deede06582fe6457/master/w_2560%2Cc_limit/00003-miu-miu-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e7593866a587245211b46f/master/w_2560%2Cc_limit/00004-miu-miu-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(182, 3, 22)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e7593cdf802efba2f60c61/master/w_2560%2Cc_limit/00005-miu-miu-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(203, 216, 215)",Light Color
Miu Miu,https://assets.vogue.com/photos/65e7593c8e7bce283314041a/master/w_2560%2Cc_limit/00006-miu-miu-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(99, 65, 39)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e7593c62004b8be8f6b9db/master/w_2560%2Cc_limit/00007-miu-miu-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(244, 191, 169)",Light Color
Miu Miu,https://assets.vogue.com/photos/65e759400513f3f7e1d533db/master/w_2560%2Cc_limit/00008-miu-miu-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(18, 18, 19)",Dark Color
Miu Miu,https://assets.vogue.com/photos/65e7594266a587245211b471/master/w_2560%2Cc_limit/00009-miu-miu-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(99, 65, 33)",Dark Color
Miu Miu,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Ralph Lauren,https://assets.vogue.com/photos/66306833c11bed02715ffefa/master/w_1280%2Cc_limit/00001-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(196, 161, 134)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630681b0484ba1c275d2eeb/master/w_2560%2Cc_limit/00001-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(197, 161, 132)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630681ba18b0070deca6b5e/master/w_2560%2Cc_limit/00002-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(197, 161, 130)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630681bc11bed02715ffef2/master/w_2560%2Cc_limit/00003-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(164, 114, 67)",Brown/Beige Color
Ralph Lauren,https://assets.vogue.com/photos/6630681d1a45d20e11832401/master/w_2560%2Cc_limit/00004-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(165, 114, 67)",Brown/Beige Color
Ralph Lauren,https://assets.vogue.com/photos/6630681d2ce0821781b2a1be/master/w_2560%2Cc_limit/00005-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(165, 117, 82)",Brown/Beige Color
Ralph Lauren,https://assets.vogue.com/photos/6630681e2e6b2e6a999b5922/master/w_2560%2Cc_limit/00006-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(230, 191, 159)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630681ed348e09b52e5e301/master/w_2560%2Cc_limit/00007-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(165, 117, 68)",Brown/Beige Color
Ralph Lauren,https://assets.vogue.com/photos/6630681f8f77dafe27146fa7/master/w_2560%2Cc_limit/00008-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(165, 117, 70)",Brown/Beige Color
Ralph Lauren,https://assets.vogue.com/photos/663068206ca23caaa8032921/master/w_2560%2Cc_limit/00009-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,"(246, 191, 163)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630687210236d0517e6c485/master/w_2560%2Cc_limit/00001-ralph-lauren-fall-2024-ready-to-wear-details-credit-brand.jpg,"(195, 160, 125)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630687345ed3c25fc44f9a9/master/w_2560%2Cc_limit/00002-ralph-lauren-fall-2024-ready-to-wear-details-credit-brand.jpg,"(21, 0, 22)",Dark Color
Ralph Lauren,https://assets.vogue.com/photos/6630687366a333d9ae1d1bcf/master/w_2560%2Cc_limit/00003-ralph-lauren-fall-2024-ready-to-wear-details-credit-brand.jpg,"(197, 161, 128)",Other
Ralph Lauren,https://assets.vogue.com/photos/66306875513bb8fe2f8c8ea5/master/w_2560%2Cc_limit/00004-ralph-lauren-fall-2024-ready-to-wear-details-credit-brand.jpg,"(255, 191, 160)",Light Color
Ralph Lauren,https://assets.vogue.com/photos/663068756ca23caaa8032927/master/w_2560%2Cc_limit/00005-ralph-lauren-fall-2024-ready-to-wear-details-credit-brand.jpg,"(205, 168, 134)",Other
Ralph Lauren,https://assets.vogue.com/photos/663068754b54b9861878d2af/master/w_2560%2Cc_limit/00006-ralph-lauren-fall-2024-ready-to-wear-details-credit-brand.jpg,"(255, 255, 250)",Light Color
Ralph Lauren,https://assets.vogue.com/photos/663068766ca23caaa8032929/master/w_2560%2Cc_limit/00007-ralph-lauren-fall-2024-ready-to-wear-details-credit-brand.jpg,"(253, 191, 152)",Other
Ralph Lauren,https://assets.vogue.com/photos/66306878813ba909f3b26ad5/master/w_2560%2Cc_limit/00008-ralph-lauren-fall-2024-ready-to-wear-details-credit-brand.jpg,"(254, 191, 159)",Light Color
Ralph Lauren,https://assets.vogue.com/photos/663068784fc89fe9728c7f71/master/w_2560%2Cc_limit/00009-ralph-lauren-fall-2024-ready-to-wear-details-credit-brand.jpg,"(211, 165, 120)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630fc3947703826427fd92f/master/w_2560%2Cc_limit/HFA_8735.jpg,"(222, 191, 142)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630fc37c3a91257f9227556/master/w_2560%2Cc_limit/HFA_8763.jpg,"(250, 191, 149)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630fc3786d6be7563c9a723/master/w_2560%2Cc_limit/HFA_8790.jpg,"(225, 216, 211)",Light Color
Ralph Lauren,https://assets.vogue.com/photos/6630fc3581604099aeacf058/master/w_2560%2Cc_limit/HFA_8813.jpg,"(1, 0, 0)",Dark Color
Ralph Lauren,https://assets.vogue.com/photos/6630fc338c23432b3a28d343/master/w_2560%2Cc_limit/HFA_8827.jpg,"(70, 0, 0)",Dark Color
Ralph Lauren,https://assets.vogue.com/photos/6630fc3347703826427fd92d/master/w_2560%2Cc_limit/HFA_8856.jpg,"(199, 161, 116)",Other
Ralph Lauren,https://assets.vogue.com/photos/6630fc3286d6be7563c9a721/master/w_2560%2Cc_limit/HFA_8896.jpg,"(250, 191, 151)",Other
Ralph Lauren,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Marc Jacobs,https://assets.vogue.com/photos/6683994519f59206f93fd978/master/w_1280%2Cc_limit/00001-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(165, 137, 110)",Other
Marc Jacobs,https://assets.vogue.com/photos/6683994a8983717e45902b48/master/w_2560%2Cc_limit/00001-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(165, 137, 110)",Other
Marc Jacobs,https://assets.vogue.com/photos/6683994a5d6fc9cb4ebeea8b/master/w_2560%2Cc_limit/00002-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(182, 169, 156)",Other
Marc Jacobs,https://assets.vogue.com/photos/6683994b11283106892097e5/master/w_2560%2Cc_limit/00003-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(182, 169, 154)",Other
Marc Jacobs,https://assets.vogue.com/photos/6683994dc7008386b336db42/master/w_2560%2Cc_limit/00004-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(164, 137, 114)",Other
Marc Jacobs,https://assets.vogue.com/photos/6683994d8983717e45902b4a/master/w_2560%2Cc_limit/00005-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(182, 169, 156)",Other
Marc Jacobs,https://assets.vogue.com/photos/6683994d520f5012a0dff017/master/w_2560%2Cc_limit/00006-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(151, 129, 110)",Other
Marc Jacobs,https://assets.vogue.com/photos/6683994f19f59206f93fd97a/master/w_2560%2Cc_limit/00007-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(171, 146, 123)",Other
Marc Jacobs,https://assets.vogue.com/photos/6683994f4d6aff0e041e43f4/master/w_2560%2Cc_limit/00008-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(182, 169, 156)",Other
Marc Jacobs,https://assets.vogue.com/photos/6683994f5d6fc9cb4ebeea8d/master/w_2560%2Cc_limit/00009-marc-jacobs-fall-2024-ready-to-wear-credit-brand.jpg,"(161, 137, 114)",Other
Marc Jacobs,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Marc Jacobs,https://assets.vogue.com/photos/66562b70117a004497750a4f/master/w_1280%2Cc_limit/00001-rhode-island-school-of-design-fall-2024-ready-to-wear-credit-jonas-gustavsson.jpg,"(255, 255, 255)",Light Color
Valentino,https://assets.vogue.com/photos/65e4f4d12ada3065622b29f9/master/w_1280%2Cc_limit/00001-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(255, 255, 249)",Light Color
